source_file,model_name,dataset_name,fold,best_params_summary,emb_type,learning_rate,seed,dropout,dropout1,batch_size,num_epochs,emb_size,d_model,d_ff,num_attn_heads,nheads,n_blocks,num_layers,hidden_dim,final_fc_dim,final_fc_dim2,l3,l1,l2,start,answer_dim,skill_dim,epsilon,attention_dim,beta,dim_s,size_m,bf,difficult_levels,num_steps,weight_decay,lambda_w1,lambda_w2,lambda_r,n_know,kernel_size,graph_type,time_log,n_layer,cog_levels,gamma,lamb,acq_levels,n_mlp_hidden,n_rnn_hidden,n_hidden,n_rnn_layers,d_a,d_e,d_k,other_config,mlp_layer_num,num_en,loss3,loss2,loss1,k_index,sparse_ratio,r
akt.csv,akt,bridge2algebra2006,2,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.05, ""d_model"": 256, ""num_attn_heads"": 4, ""seed"": 3407, ""n_blocks"": 2, ""learning_rate"": 0.0001}",qid,0.0001,3407,0.05,,,,,256.0,256.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,bridge2algebra2006,3,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.05, ""d_model"": 256, ""num_attn_heads"": 4, ""seed"": 42, ""n_blocks"": 4, ""learning_rate"": 0.0001}",qid,0.0001,42,0.05,,,,,256.0,64.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,bridge2algebra2006,4,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.05, ""d_model"": 256, ""num_attn_heads"": 4, ""seed"": 42, ""n_blocks"": 4, ""learning_rate"": 0.0001}",qid,0.0001,42,0.05,,,,,256.0,64.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,ednet,0,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.05, ""d_model"": 256, ""num_attn_heads"": 8, ""seed"": 42, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,42,0.05,,,,,256.0,64.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,ednet,1,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.1, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 3407, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,3407,0.1,,,,,64.0,256.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,ednet,2,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.1, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 3407, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,3407,0.1,,,,,64.0,256.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,ednet,3,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.1, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 3407, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,3407,0.1,,,,,64.0,256.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,ednet,4,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.3, ""d_model"": 256, ""num_attn_heads"": 8, ""seed"": 3407, ""n_blocks"": 4, ""learning_rate"": 0.0001}",qid,0.0001,3407,0.3,,,,,256.0,256.0,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,nips_task34,0,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.3, ""d_model"": 64, ""num_attn_heads"": 4, ""seed"": 3407, ""n_blocks"": 4, ""learning_rate"": 0.001}",qid,0.001,3407,0.3,,,,,64.0,64.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,nips_task34,1,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.1, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 42, ""n_blocks"": 4, ""learning_rate"": 0.001}",qid,0.001,42,0.1,,,,,64.0,64.0,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,nips_task34,2,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.1, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 3407, ""n_blocks"": 4, ""learning_rate"": 0.001}",qid,0.001,3407,0.1,,,,,64.0,64.0,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,nips_task34,3,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.1, ""d_model"": 64, ""num_attn_heads"": 4, ""seed"": 42, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,42,0.1,,,,,64.0,256.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,nips_task34,4,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.1, ""d_model"": 64, ""num_attn_heads"": 4, ""seed"": 42, ""n_blocks"": 4, ""learning_rate"": 0.001}",qid,0.001,42,0.1,,,,,64.0,256.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,poj,0,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.05, ""d_model"": 256, ""num_attn_heads"": 4, ""seed"": 42, ""n_blocks"": 4, ""learning_rate"": 1e-05}",qid,1e-05,42,0.05,,,,,256.0,64.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,poj,1,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.1, ""d_model"": 256, ""num_attn_heads"": 8, ""seed"": 3407, ""n_blocks"": 4, ""learning_rate"": 1e-05}",qid,1e-05,3407,0.1,,,,,256.0,256.0,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,poj,2,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.05, ""d_model"": 256, ""num_attn_heads"": 8, ""seed"": 3407, ""n_blocks"": 4, ""learning_rate"": 1e-05}",qid,1e-05,3407,0.05,,,,,256.0,64.0,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,poj,3,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.1, ""d_model"": 64, ""num_attn_heads"": 4, ""seed"": 42, ""n_blocks"": 4, ""learning_rate"": 0.0001}",qid,0.0001,42,0.1,,,,,64.0,64.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,poj,4,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.1, ""d_model"": 64, ""num_attn_heads"": 4, ""seed"": 42, ""n_blocks"": 4, ""learning_rate"": 0.0001}",qid,0.0001,42,0.1,,,,,64.0,256.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,statics2011,0,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.3, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 42, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,42,0.3,,,,,64.0,256.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,statics2011,1,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.3, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 42, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,42,0.3,,,,,64.0,256.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,statics2011,2,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.3, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 3407, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,3407,0.3,,,,,64.0,256.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,statics2011,3,"{""emb_type"": ""qid"", ""d_ff"": 64, ""dropout"": 0.3, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 3407, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,3407,0.3,,,,,64.0,64.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt.csv,akt,statics2011,4,"{""emb_type"": ""qid"", ""d_ff"": 256, ""dropout"": 0.3, ""d_model"": 64, ""num_attn_heads"": 8, ""seed"": 42, ""n_blocks"": 2, ""learning_rate"": 0.001}",qid,0.001,42,0.3,,,,,64.0,256.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,algebra2005,0,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.05, ""l3"": 0.1, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 0.7, ""start"": 150, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.05,,,,256.0,,,4.0,,,4.0,,,,0.1,1.0,0.7,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,algebra2005,1,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.05, ""l3"": 0.7, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 4, ""seed"": 42, ""l2"": 1.0, ""start"": 120, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,42,0.05,,,,256.0,,,8.0,,,4.0,,,,0.7,1.0,1.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,algebra2005,2,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.1, ""l3"": 0.5, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 0.3, ""start"": 150, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.1,,,,256.0,,,8.0,,,4.0,,,,0.5,1.0,0.3,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,algebra2005,3,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.1, ""l3"": 0.3, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 0.7, ""start"": 0, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.1,,,,256.0,,,4.0,,,4.0,,,,0.3,1.0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,algebra2005,4,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.1, ""l3"": 1.0, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 0.5, ""start"": 50, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.1,,,,256.0,,,8.0,,,4.0,,,,1.0,1.0,0.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,assist2009,0,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.5, ""l3"": 1.0, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 1.0, ""start"": 50, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.5,,,,256.0,,,4.0,,,4.0,,,,1.0,1.0,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,assist2009,1,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.3, ""l3"": 1.0, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 1.0, ""start"": 70, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.3,,,,256.0,,,4.0,,,4.0,,,,1.0,1.0,1.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,assist2009,2,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.3, ""l3"": 0.7, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 4, ""seed"": 42, ""l2"": 1.0, ""start"": 30, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,42,0.3,,,,256.0,,,8.0,,,4.0,,,,0.7,1.0,1.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,assist2009,3,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.3, ""l3"": 0.5, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 4, ""seed"": 42, ""l2"": 0.5, ""start"": 100, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,42,0.3,,,,256.0,,,8.0,,,4.0,,,,0.5,1.0,0.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,assist2009,4,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.3, ""l3"": 1.0, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 4, ""seed"": 42, ""l2"": 0.3, ""start"": 150, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,42,0.3,,,,256.0,,,8.0,,,4.0,,,,1.0,1.0,0.3,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,bridge2algebra2006,0,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.1, ""l3"": 0.7, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 0.7, ""start"": 50, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.1,,,,256.0,,,4.0,,,4.0,,,,0.7,1.0,0.7,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,bridge2algebra2006,1,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.05, ""l3"": 0.7, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 0.3, ""start"": 10, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.05,,,,256.0,,,4.0,,,4.0,,,,0.7,1.0,0.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,bridge2algebra2006,2,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.1, ""l3"": 0.01, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 2, ""seed"": 3407, ""l2"": 1.0, ""start"": 150, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.1,,,,256.0,,,8.0,,,2.0,,,,0.01,1.0,1.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,bridge2algebra2006,3,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.05, ""l3"": 0.7, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 0.3, ""start"": 10, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.05,,,,256.0,,,4.0,,,4.0,,,,0.7,1.0,0.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,bridge2algebra2006,4,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.1, ""l3"": 0.7, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 1, ""seed"": 3407, ""l2"": 1.0, ""start"": 10, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.1,,,,256.0,,,8.0,,,1.0,,,,0.7,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,ednet,0,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.5, ""l3"": 1.0, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 4, ""seed"": 42, ""l2"": 0.7, ""start"": 100, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,42,0.5,,,,256.0,,,4.0,,,4.0,,,,1.0,1.0,0.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,ednet,1,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.3, ""l3"": 1.0, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 1.0, ""start"": 30, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.3,,,,256.0,,,8.0,,,4.0,,,,1.0,1.0,1.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,ednet,2,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.5, ""l3"": 1.0, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 2, ""seed"": 3407, ""l2"": 0.01, ""start"": 150, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.5,,,,256.0,,,4.0,,,2.0,,,,1.0,1.0,0.01,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,ednet,3,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.3, ""l3"": 1.0, ""num_attn_heads"": 8, ""l1"": 1, ""num_layers"": 4, ""seed"": 42, ""l2"": 0.5, ""start"": 10, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,42,0.3,,,,256.0,,,8.0,,,4.0,,,,1.0,1.0,0.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atdkt.csv,atdkt,ednet,4,"{""emb_type"": ""qiddelxembhistranscembpredcurc"", ""emb_size"": 256, ""dropout"": 0.3, ""l3"": 0.3, ""num_attn_heads"": 4, ""l1"": 1, ""num_layers"": 4, ""seed"": 3407, ""l2"": 0.01, ""start"": 30, ""learning_rate"": 0.001}",qiddelxembhistranscembpredcurc,0.001,3407,0.3,,,,256.0,,,4.0,,,4.0,,,,0.3,1.0,0.01,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
